Locus,Gene,Start,Length,Product,Allele Count,Alleles
Rv2412,rpsT,2710075,261,30S ribosomal protein S20,77,Rv2412.fasta
Rv2413c,,2710351,951,hypothetical protein,231,Rv2413c.fasta
Rv2414c,,2711332,1545,hypothetical protein,463,Rv2414c.fasta
Rv2415c,,2712891,894,hypothetical protein,290,Rv2415c.fasta
Rv2416c,eis,2714124,1209,enhanced intracellular survival protein,341,Rv2416c.fasta
Rv2417c,,2715472,843,DegV domain-containing protein,279,Rv2417c.fasta
Rv2418c,,2716395,744,hypothetical protein,182,Rv2418c.fasta
Rv2420c,,2717796,381,hypothetical protein,93,Rv2420c.fasta
Rv2421c,nadD,2718173,636,nicotinate-nucleotide adenylyltransferase,127,Rv2421c.fasta
Rv2422,,2719083,273,hypothetical protein,73,Rv2422.fasta
Rv2423,,2719597,1047,hypothetical protein,305,Rv2423.fasta
Rv2425c,,2721866,1443,hypothetical protein,389,Rv2425c.fasta
Rv2426c,,2723308,876,hypothetical protein,275,Rv2426c.fasta
Rv2427c,proA,2724230,1248,gamma-glutamyl phosphate reductase,317,Rv2427c.fasta
Rv2428,ahpC,2726193,588,alkyl hydroperoxide reductase subunit C,133,Rv2428.fasta
Rv2429,ahpD,2726806,534,alkyl hydroperoxide reductase AphD,118,Rv2429.fasta
Rv2432c,,2728437,411,hypothetical protein,132,Rv2432c.fasta
Rv2435c,,2730557,2193,cyclase,603,Rv2435c.fasta
Rv2436,rbsK,2733230,915,ribokinase RbsK,306,Rv2436.fasta
Rv2437,,2734376,420,transmembrane protein,125,Rv2437.fasta
Rv2438c,nadE,2734792,2040,glutamine-dependent NAD(+) synthetase,446,Rv2438c.fasta
Rv2439c,proB,2737117,1131,glutamate 5-kinase protein,271,Rv2439c.fasta
Rv2440c,obg,2738247,1440,GTPase Obg,375,Rv2440c.fasta
Rv2441c,rpmA,2739772,261,50S ribosomal protein L27,61,Rv2441c.fasta
Rv2442c,rplU,2740047,315,50S ribosomal protein L21,76,Rv2442c.fasta
Rv2444c,rne,2742123,2862,ribonuclease E,682,Rv2444c.fasta
Rv2445c,ndkA,2745314,411,nucleoside diphosphate kinase,81,Rv2445c.fasta
Rv2446c,,2745767,372,integral membrane protein,109,Rv2446c.fasta
Rv2447c,folC,2746135,1464,folylpolyglutamate synthase FolC,384,Rv2447c.fasta
Rv2448c,valS,2747595,2631,valine--tRNA ligase,576,Rv2448c.fasta
Rv2449c,,2750313,1260,trans-acting enoyl reductase,381,Rv2449c.fasta
Rv2451,,2752262,399,proline/serine-rich protein,127,Rv2451.fasta
Rv2452c,,2752848,147,hypothetical protein,51,Rv2452c.fasta
Rv2453c,mobA,2753018,606,molybdenum cofactor guanylyltransferase,176,Rv2453c.fasta
Rv2454c,,2753625,1122,2-oxoglutarate oxidoreductase subunit KorB,269,Rv2454c.fasta
Rv2455c,,2754743,1962,2-oxoglutarate oxidoreductase subunit KorA,417,Rv2455c.fasta
Rv2456c,,2756936,1257,MFS-type transporter,386,Rv2456c.fasta
Rv2457c,clpX,2758208,1281,ATP-dependent CLP protease ATP-binding subunit ClpX,274,Rv2457c.fasta
Rv2458,mmuM,2759779,909,homocysteine S-methyltransferase MmuM,248,Rv2458.fasta
Rv2459,,2760854,1527,MFS-type transporter,417,Rv2459.fasta
Rv2460c,clpP2,2762531,645,ATP-dependent CLP protease proteolytic subunit 2,114,Rv2460c.fasta
Rv2461c,clpP1,2763172,603,ATP-dependent CLP protease proteolytic subunit 1,104,Rv2461c.fasta
Rv2462c,tig,2763891,1401,trigger factor,322,Rv2462c.fasta
Rv2463,lipP,2765655,1185,esterase/lipase LipP,199,Rv2463.fasta
Rv2464c,,2766859,807,DNA glycosylase,240,Rv2464c.fasta
Rv2465c,rpiB,2767671,489,ribose-5-phosphate isomerase B,106,Rv2465c.fasta
Rv2466c,,2768261,624,hypothetical protein,165,Rv2466c.fasta
Rv2467,pepN,2768986,2586,aminopeptidase PepN,650,Rv2467.fasta
Rv2468c,,2771644,504,hypothetical protein,131,Rv2468c.fasta
Rv2469c,,2772367,669,hypothetical protein,221,Rv2469c.fasta
Rv2470,glbO,2773178,387,hemoglobin GlbO,123,Rv2470.fasta
Rv2471,aglA,2773564,1641,alpha-glucosidase AglA,516,Rv2471.fasta
Rv2472,,2775272,294,hypothetical protein,93,Rv2472.fasta
Rv2473,,2775568,717,alanine/proline-rich membrane protein,205,Rv2473.fasta
Rv2474c,,2776316,654,hypothetical protein,187,Rv2474c.fasta
Rv2475c,,2776975,417,hypothetical protein,111,Rv2475c.fasta
Rv2476c,gdh,2777388,4875,NAD-dependent glutamate dehydrogenase,1134,Rv2476c.fasta
Rv2477c,,2782366,1677,macrolide ABC transporter ATP-binding protein,453,Rv2477c.fasta
Rv2481c,,2786575,324,hypothetical protein,94,Rv2481c.fasta
Rv2482c,plsB2,2786914,2370,glycerol-3-phosphate acyltransferase,624,Rv2482c.fasta
Rv2483c,plsC,2789280,1743,bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase,491,Rv2483c.fasta
Rv2484c,,2791019,1476,diacyglycerol O-acyltransferase,458,Rv2484c.fasta
Rv2485c,lipQ,2792723,1266,carboxylesterase LipQ,372,Rv2485c.fasta
Rv2486,echA14,2794350,771,enoyl-CoA hydratase EchA14,212,Rv2486.fasta
Rv2490a,,2806323,207,hypothetical protein,72,Rv2490a.fasta
Rv2492,,2807278,753,hypothetical protein,289,Rv2492.fasta
Rv2493,vapB38,2808083,222,antitoxin VapB38,61,Rv2493.fasta
Rv2494,vapC38,2808310,426,ribonuclease VapC38,117,Rv2494.fasta
Rv2495c,bkdC,2808758,1182,branched-chain keto acid dehydrogenase E2 component,330,Rv2495c.fasta
Rv2496c,bkdB,2809936,1047,branched-chain keto acid dehydrogenase E1 component subunit beta,272,Rv2496c.fasta
Rv2497c,bkdA,2810993,1104,branched-chain keto acid dehydrogenase E1 component subunit alpha,282,Rv2497c.fasta
Rv2498c,citE,2812355,822,citrate (pro-3S)-lyase subunit beta,197,Rv2498c.fasta
Rv2499c,,2813173,558,oxidase regulatory-like protein,153,Rv2499c.fasta
Rv2500c,fadE19,2813727,1185,acyl-CoA dehydrogenase FadE19,264,Rv2500c.fasta
Rv2501c,accA1,2814916,1965,acetyl-/propionyl-CoA carboxylase subunit alpha,545,Rv2501c.fasta
Rv2502c,accD1,2816885,1590,acetyl-/propionyl-CoA carboxylase subunit beta,384,Rv2502c.fasta
Rv2503c,scoB,2818471,657,succinyl-CoA:3-ketoacid-CoA transferase subunit B,192,Rv2503c.fasta
Rv2504c,scoA,2819124,747,succinyl-CoA:3-ketoacid-CoA transferase subunit A,222,Rv2504c.fasta
Rv2505c,fadD35,2819953,1644,fatty-acid--CoA ligase FadD35,479,Rv2505c.fasta
Rv2506,,2821712,648,TetR family transcriptional regulator,159,Rv2506.fasta
Rv2508c,,2823256,1338,integral membrane protein,333,Rv2508c.fasta
Rv2509,,2824678,807,short-chain type dehydrogenase/reductase,191,Rv2509.fasta
Rv2510c,,2825488,1602,hypothetical protein,455,Rv2510c.fasta
Rv2511,orn,2827157,648,oligoribonuclease,136,Rv2511.fasta
Rv2512a,,2829954,186,hypothetical protein,48,Rv2512a.fasta
Rv2514c,,2830877,462,hypothetical protein,122,Rv2514c.fasta
Rv2515c,,2831344,1248,hypothetical protein,310,Rv2515c.fasta
Rv2516c,,2832710,804,hypothetical protein,191,Rv2516c.fasta
Rv2517c,,2833510,252,hypothetical protein,75,Rv2517c.fasta
Rv2518c,ldtB,2834109,1227,L,,
Rv2522c,,2838129,1413,hypothetical protein,422,Rv2522c.fasta
Rv2523c,acpS,2839538,393,holo-ACP synthase,100,Rv2523c.fasta
Rv2524c,fas,2840123,9210,fatty acid synthase,2018,Rv2524c.fasta
Rv2525c,,2849852,723,hypothetical protein,172,Rv2525c.fasta
Rv2526,vapB17,2851091,228,antitoxin VapB17,56,Rv2526.fasta
Rv2527,vapC17,2851315,402,ribonuclease VapC17,106,Rv2527.fasta
Rv2528c,mrr,2851751,921,restriction system protein,256,Rv2528c.fasta
Rv2529,,2852875,1392,hypothetical protein,449,Rv2529.fasta
Rv2530A,vapB39,2854683,225,antitoxin VapB39,56,Rv2530A.fasta
Rv2530c,vapC39,2854267,420,ribonuclease VapC39,118,Rv2530c.fasta
Rv2532c,,2857853,402,hypothetical protein,120,Rv2532c.fasta
Rv2533c,nusB,2858254,471,N utilization substance protein B,117,Rv2533c.fasta
Rv2534c,efp,2858727,564,elongation factor P,107,Rv2534c.fasta
Rv2535c,pepQ,2859300,1119,cytoplasmic peptidase PepQ,261,Rv2535c.fasta
Rv2536,,2860452,693,transmembrane protein,167,Rv2536.fasta
Rv2537c,aroD,2861148,444,3-dehydroquinate dehydratase,95,Rv2537c.fasta
Rv2538c,aroB,2861588,1089,3-dehydroquinate synthase,242,Rv2538c.fasta
Rv2539c,aroK,2862673,531,shikimate kinase,139,Rv2539c.fasta
Rv2540c,aroF,2863207,1206,chorismate synthase,307,Rv2540c.fasta
Rv2545,vapB18,2867783,279,antitoxin VapB18,83,Rv2545.fasta
Rv2546,vapC18,2868154,414,ribonuclease VapC18,120,Rv2546.fasta
Rv2547,vapB19,2868606,258,antitoxin VapB19,90,Rv2547.fasta
Rv2548,vapC19,2868860,378,ribonuclease VapC19,108,Rv2548.fasta
Rv2548A,,2869253,375,hypothetical protein,84,Rv2548A.fasta
Rv2549c,vapC20,2869727,396,ribonuclease VapC20,107,Rv2549c.fasta
Rv2550c,vapB20,2870119,246,antitoxin VapB20,64,Rv2550c.fasta
Rv2551c,,2870775,420,hypothetical protein,130,Rv2551c.fasta
Rv2552c,aroE,2871206,810,shikimate 5-dehydrogenase,301,Rv2552c.fasta
Rv2553c,,2872012,1254,membrane protein,289,Rv2553c.fasta
Rv2555c,alaS,2873771,2715,alanine--tRNA ligase,475,Rv2555c.fasta
Rv2556c,,2876576,390,hypothetical protein,111,Rv2556c.fasta
Rv2557,,2877072,675,hypothetical protein,219,Rv2557.fasta
Rv2558,,2877831,711,hypothetical protein,197,Rv2558.fasta
Rv2559c,,2878571,1359,alanine/leucine/valine-rich protein,340,Rv2559c.fasta
Rv2563,,2882290,1050,glutamine ABC transporter permease,292,Rv2563.fasta
Rv2564,glnQ,2883342,993,glutamine ABC transporter ATP-binding protein,284,Rv2564.fasta
Rv2565,,2884611,1752,NTE family protein,504,Rv2565.fasta
Rv2566,,2886373,3423,hypothetical protein,1007,Rv2566.fasta
Rv2567,,2889795,2655,alanine/leucine-rich protein,604,Rv2567.fasta
Rv2568c,,2892446,1026,hypothetical protein,259,Rv2568c.fasta
Rv2571c,,2894893,1068,transmembrane protein,417,Rv2571c.fasta
Rv2572c,aspS,2896013,1791,aspartate--tRNA ligase,357,Rv2572c.fasta
Rv2573,,2898043,741,2-dehydropantoate 2-reductase,221,Rv2573.fasta
Rv2574,,2898806,504,hypothetical protein,162,Rv2574.fasta
Rv2575,,2899339,882,membrane protein,255,Rv2575.fasta
Rv2576c,,2900226,465,membrane protein,130,Rv2576c.fasta
Rv2577,,2900918,1590,hypothetical protein,424,Rv2577.fasta
Rv2580c,hisS,2904821,1272,histidine--tRNA ligase,256,Rv2580c.fasta
Rv2581c,,2906089,675,glyoxalase II,131,Rv2581c.fasta
Rv2582,ppiB,2906814,927,peptidyl-prolyl cis-trans isomerase B,264,Rv2582.fasta
Rv2583c,relA,2907826,2373,bifunctional (p)ppGpp synthase/hydrolase RelA,427,Rv2583c.fasta
Rv2584c,apt,2910229,672,adenine phosphoribosyltransferase,193,Rv2584c.fasta
Rv2585c,,2911004,1674,lipoprotein,417,Rv2585c.fasta
Rv2586c,secF,2912683,1329,protein translocase subunit SecF,356,Rv2586c.fasta
Rv2587c,secD,2914015,1722,protein translocase subunit SecD,443,Rv2587c.fasta
Rv2588c,yajC,2915846,348,membrane protein secretion factor YajC,85,Rv2588c.fasta
Rv2589,gabT,2916360,1350,4-aminobutyrate aminotransferase,337,Rv2589.fasta
Rv2590,fadD9,2917871,3507,fatty-acid--CoA ligase FadD9,935,Rv2590.fasta
Rv2592c,ruvB,2923199,1035,Holliday junction ATP-dependent DNA helicase RuvB,246,Rv2592c.fasta
Rv2593c,ruvA,2924230,591,Holliday junction ATP-dependent DNA helicase RuvA,136,Rv2593c.fasta
Rv2594c,ruvC,2924817,567,crossover junction endodeoxyribonuclease RuvC,110,Rv2594c.fasta
Rv2595,vapB40,2925492,246,antitoxin VapB40,72,Rv2595.fasta
Rv2596,vapC40,2925734,405,ribonuclease VapC40,146,Rv2596.fasta
Rv2597,,2926355,621,membrane protein,197,Rv2597.fasta
Rv2598,,2926986,495,hypothetical protein,136,Rv2598.fasta
Rv2599,,2927477,432,membrane protein,154,Rv2599.fasta
Rv2600,,2927990,402,integral membrane protein,114,Rv2600.fasta
Rv2601,speE,2928388,1572,spermidine synthase,447,Rv2601.fasta
Rv2602,vapC41,2930344,441,ribonuclease VapC41,113,Rv2602.fasta
Rv2603c,,2930805,756,transcriptional regulator,174,Rv2603c.fasta
Rv2604c,snoP,2931693,597,glutamine amidotransferase SnoP,132,Rv2604c.fasta
Rv2605c,tesB2,2932297,846,acyl-CoA thioesterase TesB,235,Rv2605c.fasta
Rv2606c,snzP,2933171,900,pyridoxine biosynthesis protein,175,Rv2606c.fasta
Rv2607,pdxH,2934198,675,pyridoxine/pyridoxamine 5'-phosphate oxidase,168,Rv2607.fasta
Rv2609c,,2936810,1056,membrane protein,285,Rv2609c.fasta
Rv2610c,pimA,2937865,1137,alpha-(1-2)-phosphatidylinositol mannosyltransferase,237,Rv2610c.fasta
Rv2611c,,2939012,951,phosphatidylinositol mannoside acyltransferase,245,Rv2611c.fasta
Rv2612c,pgsA1,2939959,654,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,163,Rv2612c.fasta
Rv2614A,,2943376,228,hypothetical protein,80,Rv2614A.fasta
Rv2614c,thrS,2941189,2079,threonine--tRNA ligase,380,Rv2614c.fasta
Rv2616,,2945330,501,hypothetical protein,140,Rv2616.fasta
Rv2617c,,2945847,441,transmembrane protein,120,Rv2617c.fasta
Rv2618,,2946434,678,hypothetical protein,201,Rv2618.fasta
Rv2620c,,2947462,426,transmembrane protein,100,Rv2620c.fasta
Rv2621c,,2947884,675,transcriptional regulator,306,Rv2621c.fasta
Rv2622,,2948636,822,methyltransferase,207,Rv2622.fasta
Rv2623,TB31.7,2949593,894,universal stress protein,238,Rv2623.fasta
Rv2624c,,2950489,819,universal stress protein,279,Rv2624c.fasta
Rv2625c,,2951322,1182,zinc metalloprotease Rip3,330,Rv2625c.fasta
Rv2626c,hrp1,2952562,432,hypoxic response protein,142,Rv2626c.fasta
Rv2627c,,2953507,1242,hypothetical protein,391,Rv2627c.fasta
Rv2628,,2955058,363,hypothetical protein,158,Rv2628.fasta
Rv2629,,2955767,1125,hypothetical protein,290,Rv2629.fasta
Rv2630,,2956893,540,hypothetical protein,181,Rv2630.fasta
Rv2631,,2957572,1299,RNA-splicing ligase RtcB,410,Rv2631.fasta
Rv2632c,,2958909,282,hypothetical protein,76,Rv2632c.fasta
Rv2633c,,2959335,486,hypothetical protein,157,Rv2633c.fasta
Rv2635,,2962470,243,hypothetical protein,79,Rv2635.fasta
Rv2636,,2962713,678,O-phosphotransferase,215,Rv2636.fasta
Rv2637,dedA,2963586,657,transmembrane protein DedA,189,Rv2637.fasta
Rv2638,,2964405,447,hypothetical protein,129,Rv2638.fasta
Rv2639c,,2965026,333,integral membrane protein,115,Rv2639c.fasta
Rv2640c,,2965478,360,ArsR family transcriptional regulator,114,Rv2640c.fasta
Rv2641,cadI,2965939,459,cadmium inducible protein CadI,137,Rv2641.fasta
Rv2642,,2966533,381,ArsR family transcriptional regulator,95,Rv2642.fasta
Rv2668,,2984733,522,alanine/valine-rich protein,157,Rv2668.fasta
Rv2670c,,2985731,1110,hypothetical protein,302,Rv2670c.fasta
Rv2671,ribD,2986839,777,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,186,Rv2671.fasta
Rv2672,,2987682,1587,protease,391,Rv2672.fasta
Rv2673,aftC,2989291,1302,alpha-(1->3)-arabinofuranosyltransferase,292,Rv2673.fasta
Rv2674,msrB,2990706,411,peptide methionine sulfoxide reductase MsrB,102,Rv2674.fasta
Rv2675c,,2991184,753,hypothetical protein,235,Rv2675c.fasta
Rv2676c,,2991933,696,hypothetical protein,154,Rv2676c.fasta
Rv2678c,hemE,2993989,1074,uroporphyrinogen decarboxylase,301,Rv2678c.fasta
Rv2679,echA15,2995115,831,enoyl-CoA hydratase EchA15,260,Rv2679.fasta
Rv2681,,2996739,1317,alanine-rich protein,339,Rv2681.fasta
Rv2682c,dxs1,2998052,1917,1-deoxy-D-xylulose 5-phosphate synthase,354,Rv2682c.fasta
Rv2683,,3000112,498,hypothetical protein,143,Rv2683.fasta
Rv2684,arsA,3000614,1290,arsenic-transport integral membrane protein ArsA,355,Rv2684.fasta
Rv2685,arsB1,3001983,1287,arsenic-transport integral membrane protein ArsB,347,Rv2685.fasta
Rv2686c,,3003280,759,antibiotic ABC transporter permease,199,Rv2686c.fasta
Rv2687c,,3004035,714,antibiotic ABC transporter permease,194,Rv2687c.fasta
Rv2688c,,3004745,906,antibiotic ABC transporter ATP-binding protein,234,Rv2688c.fasta
Rv2689c,,3005845,1218,hypothetical protein,370,Rv2689c.fasta
Rv2690c,,3007236,1974,integral membrane protein,475,Rv2690c.fasta
Rv2691,ceoB,3009344,684,TRK system potassium uptake protein CeoB,201,Rv2691.fasta
Rv2692,ceoC,3010024,663,TRK system potassium uptake protein CeoC,197,Rv2692.fasta
Rv2693c,,3010697,672,integral membrane protein,189,Rv2693c.fasta
Rv2694c,,3011399,369,hypothetical protein,111,Rv2694c.fasta
Rv2695,,3011916,708,hypothetical protein,215,Rv2695.fasta
Rv2696c,,3012829,780,hypothetical protein,208,Rv2696c.fasta
Rv2697c,dut,3013683,465,deoxyuridine 5'-triphosphate nucleotidohydrolase,95,Rv2697c.fasta
Rv2698,,3014173,486,alanine-rich transmembrane protein,126,Rv2698.fasta
Rv2699c,,3014663,303,hypothetical protein,64,Rv2699c.fasta
Rv2700,,3015203,651,alanine-rich protein,211,Rv2700.fasta
Rv2701c,suhB,3015863,873,inositol-1-monophosphatase SuhB,295,Rv2701c.fasta
Rv2702,ppgK,3016858,798,polyphosphate glucokinase,266,Rv2702.fasta
Rv2703,sigA,3017835,1587,RNA polymerase sigma factor SigA,314,Rv2703.fasta
Rv2704,,3019458,429,hypothetical protein,115,Rv2704.fasta
Rv2706c,,3020200,258,hypothetical protein,100,Rv2706c.fasta
Rv2707,,3020573,975,transmembrane alanine/leucine-rich protein,224,Rv2707.fasta
Rv2708c,,3021548,249,hypothetical protein,70,Rv2708c.fasta
Rv2709,,3021839,447,transmembrane protein,191,Rv2709.fasta
Rv2710,sigB,3022461,972,RNA polymerase sigma factor SigB,190,Rv2710.fasta
Rv2711,ideR,3023565,693,iron-dependent repressor and activator IdeR,127,Rv2711.fasta
Rv2712c,,3024270,1059,hypothetical protein,345,Rv2712c.fasta
Rv2714,,3027065,975,alanine/leucine-rich protein,246,Rv2714.fasta
Rv2715,,3028098,1026,hydrolase,305,Rv2715.fasta
Rv2716,,3029172,687,hypothetical protein,196,Rv2716.fasta
Rv2718c,nrdR,3030413,465,transcriptional regulator NrdR,111,Rv2718c.fasta
Rv2719c,,3031040,498,membrane protein,172,Rv2719c.fasta
Rv2720,lexA,3031788,711,repressor LexA,180,Rv2720.fasta
Rv2721c,,3032520,2100,transmembrane alanine/glycine-rich protein,613,Rv2721c.fasta
Rv2722,,3034635,249,hypothetical protein,77,Rv2722.fasta
Rv2723,,3034909,1194,integral membrane protein,348,Rv2723.fasta
Rv2724c,fadE20,3036131,1161,acyl-CoA dehydrogenase FadE20,347,Rv2724c.fasta
Rv2725c,hflX,3037427,1488,GTP-binding protein HflX,401,Rv2725c.fasta
Rv2726c,dapF,3038931,870,diaminopimelate epimerase,223,Rv2726c.fasta
Rv2727c,miaA,3039825,945,tRNA delta(2)-isopentenylpyrophosphate transferase,250,Rv2727c.fasta
Rv2728c,,3040766,696,alanine-rich protein,170,Rv2728c.fasta
Rv2729c,,3041570,906,integral membrane protein,311,Rv2729c.fasta
Rv2730,,3042542,477,hypothetical protein,131,Rv2730.fasta
Rv2731,,3043026,1353,alanine/arginine-rich protein,354,Rv2731.fasta
Rv2732c,,3044375,615,transmembrane protein,200,Rv2732c.fasta
Rv2735c,,3047560,993,hypothetical protein,272,Rv2735c.fasta
Rv2737c,recA,3049052,2373,recombinase A,462,Rv2737c.fasta
Rv2738c,,3051806,207,hypothetical protein,66,Rv2738c.fasta
Rv2739c,,3052023,1167,alanine-rich transferase,291,Rv2739c.fasta
Rv2740,ephG,3053233,450,epoxide hydrolase,126,Rv2740.fasta
Rv2743c,,3056420,813,transmembrane alanine-rich protein,210,Rv2743c.fasta
Rv2744c,35kd_ag,3057251,813,alanine-rich protein,201,Rv2744c.fasta
Rv2745c,clgR,3058193,339,transcriptional regulator ClgR,115,Rv2745c.fasta
Rv2746c,pgsA3,3058602,630,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,151,Rv2746c.fasta
Rv2747,argA,3059262,525,L-glutamate alpha-N-acetyltranferase,101,Rv2747.fasta
Rv2748c,ftsK,3059855,2652,DNA translocase FtsK,633,Rv2748c.fasta
Rv2749,,3062505,315,hypothetical protein,92,Rv2749.fasta
Rv2750,,3062816,819,dehydrogenase,238,Rv2750.fasta
Rv2752c,,3064515,1677,ribonuclease J,757,Rv2752c.fasta
Rv2753c,dapA,3066222,903,4-hydroxy-tetrahydrodipicolinate synthase,234,Rv2753c.fasta
Rv2754c,thyX,3067193,753,thymidylate synthase ThyX,187,Rv2754c.fasta
Rv2756c,hsdM,3068461,1623,type I restriction/modification system DNA methylase HsdM,493,Rv2756c.fasta
Rv2757c,vapC21,3070170,417,ribonuclease VapC21,133,Rv2757c.fasta
Rv2758c,vapB21,3070583,267,antitoxin VapB21,89,Rv2758c.fasta
Rv2759c,vapC42,3070875,396,ribonuclease VapC42,120,Rv2759c.fasta
Rv2760c,vapB42,3071267,270,antitoxin VapB42,83,Rv2760c.fasta
Rv2761c,hsdS,3071546,1095,type I restriction/modification system specificity determinant HsdS,311,Rv2761c.fasta
Rv2762c,,3072637,420,hypothetical protein,143,Rv2762c.fasta
Rv2763c,dfrA,3073130,480,dihydrofolate reductase,97,Rv2763c.fasta
Rv2764c,thyA,3073680,792,thymidylate synthase ThyA,305,Rv2764c.fasta
Rv2765,,3074636,738,alanine-rich hydrolase,192,Rv2765.fasta
Rv2766c,,3075588,783,short-chain type dehydrogenase/reductase,207,Rv2766c.fasta
Rv2771c,,3080581,453,hypothetical protein,121,Rv2771c.fasta
Rv2772c,,3081119,474,transmembrane protein,128,Rv2772c.fasta
Rv2773c,dapB,3081604,738,4-hydroxy-tetrahydrodipicolinate reductase,170,Rv2773c.fasta
Rv2775,,3082909,462,GCN5-like N-acetyltransferase,134,Rv2775.fasta
Rv2776c,,3083374,930,oxidoreductase,227,Rv2776c.fasta
Rv2777c,,3084485,1071,hypothetical protein,273,Rv2777c.fasta
Rv2778c,,3085713,471,hypothetical protein,130,Rv2778c.fasta
Rv2780,ald,3086820,1116,L-alanine dehydrogenase,297,Rv2780.fasta
Rv2781c,,3087950,1035,alanine-rich oxidoreductase,381,Rv2781c.fasta
Rv2783c,gpsI,3090339,2259,bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase,462,Rv2783c.fasta
Rv2784c,lppU,3092951,516,lipoprotein LppU,144,Rv2784c.fasta
Rv2785c,rpsO,3093479,270,30S ribosomal protein S15,67,Rv2785c.fasta
Rv2786c,ribF,3093905,996,bifunctional riboflavin kinase /FMN adenylyltransferase,261,Rv2786c.fasta
Rv2788,sirR,3096959,687,transcriptional repressor SirR,197,Rv2788.fasta
Rv2789c,fadE21,3097706,1233,acyl-CoA dehydrogenase FadE21,335,Rv2789c.fasta
Rv2790c,ltp1,3098964,1206,lipid-transfer protein,322,Rv2790c.fasta
Rv2792c,,3101581,582,resolvase,155,Rv2792c.fasta
Rv2795c,,3103937,975,hypothetical protein,239,Rv2795c.fasta
Rv2796c,lppV,3105056,564,lipoprotein LppV,212,Rv2796c.fasta
Rv2797c,,3105619,1689,hypothetical protein,484,Rv2797c.fasta
Rv2801c,mazF9,3110167,357,mRNA interferase MazF9,97,Rv2801c.fasta
Rv2802c,,3110780,1044,arginine/alanine-rich protein,316,Rv2802c.fasta
Rv2804c,,3112465,630,hypothetical protein,219,Rv2804c.fasta
Rv2806,,3113268,192,membrane protein,53,Rv2806.fasta
Rv2823c,,3129344,2430,CRISPR-associated protein Cas10/Csm1,631,Rv2823c.fasta
Rv2828A,,3136330,270,hypothetical protein,139,Rv2828A.fasta
Rv2829c,vapC22,3136620,393,ribonuclease VapC22,111,Rv2829c.fasta
